ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-573,"hexanedioic acid, bis(2-ethoxyethyl) ester","InChI=1S/C14H26O6/c1-3-17-9-11-19-13(15)7-5-6-8-14(16)20-12-10-18-4-2/h3-12H2,1-2H3",NJEMMCIKSMMBDM-UHFFFAOYSA-N,CCOCCOC(=O)CCCCC(=O)OCCOCC,-2.06500000000,0.00000000000,1,G1,290.35600,1.70620,73.37200,20,6,0,6,13,118,0,0,0,0,71.06,120.26072363310,3.32440177484,228.04868332795
B-574,3-hexyn-2-ol,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h6-7H,3H2,1-2H3",IFCAMPHNVKBSTF-UHFFFAOYSA-N,CCC#CC(C)O,-0.41210000000,0.00000000000,1,G1,98.14500,0.78060,29.74780,7,1,1,1,0,40,0,0,0,0,20.23,44.35742074387,3.23650256658,84.08847961525
B-575,isobutyl vinyl ether,"InChI=1S/C6H12O/c1-4-7-5-6(2)3/h4,6H,1,5H2,2-3H3",OZCMOJQQLBXBKI-UHFFFAOYSA-N,CC(C)COC=C,-1.52360000000,0.30988307770,2,G3,100.16100,1.80250,30.98700,7,1,0,1,3,42,0,0,0,0,9.23,44.98790379714,2.80998233161,48.14170945008
B-578,"1,3-dibromopropane",InChI=1S/C3H6Br2/c4-2-1-3-5/h1-3H2,VEFLKXRACNJHOV-UHFFFAOYSA-N,BrCCCBr,-2.07470000000,0.00000000000,1,G1,201.88900,2.16630,32.20500,5,0,0,2,2,32,0,0,0,0,0.00,49.20423046791,2.19060968716,12.36452797660
B-580,2-pentene,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3-",QMMOXUPEWRXHJS-HYXAFXHYSA-N,CC\C=C/C,-2.53840000000,0.00000000000,1,G1,70.13500,1.97250,25.10500,5,0,0,0,1,30,0,0,0,0,0.00,33.50941645323,2.62241580799,27.01955000865
B-581,n-butylamine,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,CCCCN,1.13590000000,0.00000000000,1,G1,73.13900,0.74520,23.96240,5,1,1,1,2,32,0,0,0,0,26.02,33.17396806803,2.19060968716,11.11941547876
B-582,ethylene cyanohydrin,"InChI=1S/C3H5NO/c4-2-1-3-5/h5H,1,3H2",WSGYTJNNHPZFKR-UHFFFAOYSA-N,OCCC#N,1.14830000000,0.00000000000,1,G1,71.07900,-0.10762,17.31580,5,2,1,2,1,28,0,0,0,0,44.02,30.65594869029,2.48369957059,45.34497796795
B-583,butanethiol,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3",WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,-2.17920000000,0.00000000000,1,G1,90.19100,1.71630,28.76100,5,1,1,1,2,32,0,0,0,0,0.00,38.98914403442,2.19060968716,11.11941547876
B-585,"ethanol, 2-hydrazino-","InChI=1S/C2H8N2O/c3-4-1-2-5/h4-5H,1-3H2",GBHCABUWWQUMAJ-UHFFFAOYSA-N,NNCCO,1.11860000000,0.00000000000,1,G1,76.09900,-1.55800,19.27590,5,3,3,3,2,32,0,0,0,0,58.28,30.75831579528,2.19060968716,15.11941547876
B-586,2-methoxyethanol,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,1.11860000000,0.00000000000,1,G1,76.09500,-0.37490,18.96180,5,2,1,2,2,32,0,0,0,0,29.46,31.37691423833,2.19060968716,12.36452797660
B-592,sec-butylacetate,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(C)COC(C)=O,-1.26570000000,0.04364198514,3,G5,116.16000,1.20550,31.47100,8,2,0,2,2,48,0,0,0,0,26.30,49.83902892936,3.05007829191,76.59772060569
B-593,"acetone, semicarbazone","InChI=1S/C4H9N3O/c1-3(2)6-7-4(5)8/h1-2H3,(H3,5,7,8)",HQDAJGNZGNZGCO-UHFFFAOYSA-N,CC(C)=NNC(N)=O,-0.26740000000,0.00000000000,1,G1,115.13600,0.05050,31.50210,8,2,2,4,1,46,0,0,0,0,67.48,47.75081085778,3.44671488444,114.45183036609
B-594,ethyl decanoate,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",RGXWDWUGBIJHDO-UHFFFAOYSA-N,CCCCCCCCCC(=O)OCC,-4.10060000000,0.00000000000,1,G1,200.32200,3.69020,59.24300,14,2,0,2,9,84,0,0,0,0,26.30,88.02868161574,3.01482578446,132.28341890015
B-595,diethyl sebacate,"InChI=1S/C14H26O4/c1-3-17-13(15)11-9-7-5-6-8-10-12-14(16)18-4-2/h3-12H2,1-2H3",ONKUXPIBXRRIDU-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(=O)OCC,-3.50910000000,0.00000000000,1,G1,258.35800,3.23340,70.20200,18,4,0,4,11,106,0,0,0,0,52.60,110.03363317409,3.16265305535,201.83388115177
B-596,isoamyl formate,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3",XKYICAQFSCFURC-UHFFFAOYSA-N,CC(C)CCOC=O,-1.52060000000,0.01320000000,2,G3,116.16000,1.20550,31.47100,8,2,0,2,4,48,0,0,0,0,26.30,49.83902892936,2.81400214839,59.54887502163
B-597,2-methoxyethyl acetate,"InChI=1S/C5H10O3/c1-5(6)8-4-3-7-2/h3-4H2,1-2H3",XLLIQLLCWZCATF-UHFFFAOYSA-N,COCCOC(C)=O,0.92760000000,0.00000000000,1,G1,118.13200,0.19590,28.50900,8,3,0,3,3,48,0,0,0,0,35.53,48.58763204447,2.82235455425,70.07403392115
B-599,"1,4-dichlorobutane",InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,KJDRSWPQXHESDQ-UHFFFAOYSA-N,ClCCCCCl,-0.92000000000,0.00000000000,1,G1,127.01400,2.24420,30.67400,6,0,0,2,3,38,0,0,0,0,0.00,48.44060982478,2.33909231498,17.50977500433
B-600,"1,4-dichloro-2-butene(trans)","InChI=1S/C4H6Cl2/c5-3-1-2-4-6/h1-2H,3-4H2/b2-1+",FQDIANVAWVHZIR-OWOJBTEDSA-N,ClC/C=C/CCl,-2.16750000000,0.08300000000,2,G3,124.99800,2.02020,30.58000,6,0,0,2,2,36,0,0,0,0,0.00,47.75100679260,2.73438599356,34.81274391313
B-601,n-pentylamine,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",DPBLXKKOBLCELK-UHFFFAOYSA-N,CCCCCN,1.05970000000,0.00000000000,1,G1,87.16600,1.13530,28.57940,6,1,1,1,3,38,0,0,0,0,26.02,39.53891018243,2.33909231498,15.90013452989
B-605,1-pentanethiol,"InChI=1S/C5H12S/c1-2-3-4-5-6/h6H,2-5H2,1H3",ZRKMQKLGEQPLNS-UHFFFAOYSA-N,CCCCCS,-2.82480000000,0.00000000000,1,G1,104.21800,2.10640,33.37800,6,1,1,1,3,38,0,0,0,0,0.00,45.35408614882,2.33909231498,15.90013452989
B-607,2-chloroethyl vinyl ether,"InChI=1S/C4H7ClO/c1-2-6-4-3-5/h2H,1,3-4H2",DNJRKFKAFWSXSE-UHFFFAOYSA-N,ClCCOC=C,-2.39510000000,0.00000000000,1,G1,106.55200,1.38530,26.86900,6,1,0,2,3,36,0,0,0,0,9.23,42.56128579522,2.48840377188,36.52932501298
B-608,2-ethoxyethanol,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,1.04520000000,0.00000000000,1,G1,90.12200,0.01520,23.57880,6,2,1,2,3,38,0,0,0,0,29.46,37.74185635272,2.33909231498,17.50977500433
B-609,piperazine,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",GLUUGHFHXGJENI-UHFFFAOYSA-N,C1CNCCN1,1.06480000000,0.00000000000,1,G1,86.13800,-0.82080,25.73940,6,2,2,2,0,36,0,1,1,1,24.06,37.92797058471,2.00000000000,21.01955000865
B-611,morpholine,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",YNAVUWVOSKDBBP-UHFFFAOYSA-N,C1COCCN1,1.05990000000,0.00000000000,1,G1,87.12200,-0.39380,23.68870,6,2,1,2,0,36,0,1,1,1,21.26,37.49165363061,2.00000000000,23.01955000865
B-613,diisobutylamine,"InChI=1S/C8H19N/c1-5-7(3)9-8(4)6-2/h7-9H,5-6H2,1-4H3/p+1/t7-,8+",OBYVIBDTOCAXSN-OCAPTIKFSA-O,CC[C@H](C)[NH2+][C@H](C)CC,-1.76900000000,0.00000000000,1,G1,130.25500,1.14680,41.43140,9,0,1,1,4,56,0,0,0,0,16.61,58.84370801221,3.22304690449,53.58797503894
B-615,"acetic acid, 2,2'-oxybis-","InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",QEVGZEDELICMKH-UHFFFAOYSA-N,OC(=O)COCC(O)=O,0.49270000000,0.00000000000,1,G1,134.08700,-0.82780,26.09060,9,3,2,5,4,52,0,0,0,0,83.83,50.85913430501,3.10282594232,104.12640240680
B-617,heptanoic acid,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(O)=O,-1.66460000000,0.00000000000,1,G1,130.18700,2.04140,36.39480,9,1,1,2,5,54,0,0,0,0,37.30,55.88465956645,2.82886813491,78.98533616860
B-618,ethoxyethylacetate,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3",SVONRAPFKPVNKG-UHFFFAOYSA-N,CCOCCOC(C)=O,0.27160000000,0.00000000000,1,G1,132.15900,0.58600,33.12600,9,3,0,3,4,54,0,0,0,0,35.53,54.95257415887,2.82886813491,80.37215811651
B-620,decanedioic acid,"InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)",CXMXRPHRNRROMY-UHFFFAOYSA-N,OC(=O)CCCCCCCCC(O)=O,-2.30590000000,0.32487025600,2,G3,202.25000,2.27640,52.20760,14,2,2,4,9,82,0,0,0,0,74.60,83.93524176188,2.98954412872,156.96081175543
B-621,"triethylene glycol, dinitrate",InChI=1S/C6H12N2O8/c9-7(10)15-5-3-13-1-2-14-4-6-16-8(11)12/h1-6H2,AGCQZYRSTIRJFM-UHFFFAOYSA-N,[O-][N+](=O)OCCOCCOCCO[N+]([O-])=O,-1.56100000000,0.00000000000,1,G1,240.16800,-0.56380,47.53080,16,8,0,10,11,94,0,0,0,0,123.20,90.23217096180,2.98470830136,188.70521621571
B-623,diethylenetriamine,"InChI=1S/C4H13N3/c5-1-3-7-4-2-6/h7H,1-6H2",RPNUMPOLZDHAAY-UHFFFAOYSA-N,NCCNCCN,0.98640000000,0.00000000000,1,G1,103.16900,-1.50660,30.97850,7,3,3,3,4,44,0,0,0,0,64.07,44.06372094865,2.44747288788,26.11587790111
B-633,diethylene glycol monomethyl ether,"InChI=1S/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",SBASXUCJHJRPEV-UHFFFAOYSA-N,COCCOCCO,0.92030000000,0.00000000000,1,G1,120.14800,-0.35830,29.78080,8,3,1,3,5,50,0,0,0,0,38.69,49.22034369663,2.53006045688,32.65502203205
B-634,n-nonane,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,-5.76570000000,0.05715000000,2,G3,128.25900,3.75690,43.66700,9,0,0,0,6,56,0,0,0,0,0.00,59.65878794300,2.59508270679,33.30296890881
B-637,diethylene glycol monoethyl ether,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",XXJWXESWEXIICW-UHFFFAOYSA-N,CCOCCOCCO,0.87230000000,0.00000000000,1,G1,134.17500,0.03180,34.39780,9,3,1,3,6,56,0,0,0,0,38.69,55.58528581102,2.59508270679,41.56763141530
B-638,bis(2-chloroethoxy)methane,InChI=1S/C5H10Cl2O2/c6-1-3-8-5-9-4-2-7/h1-5H2,NLXGURFLBLRZRO-UHFFFAOYSA-N,ClCCOCOCCCl,-1.34610000000,0.02398707920,2,G3,173.03900,1.45470,38.21100,9,2,0,4,6,56,0,0,0,0,18.46,65.03264239819,2.59508270679,46.22265344735
B-640,2-butoxyethanol acetate,"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3",NQBXSWAWVZHKBZ-UHFFFAOYSA-N,CCCCOCCOC(C)=O,-1.25040000000,0.00000000000,1,G1,160.21300,1.36620,42.36000,11,3,0,3,6,66,0,0,0,0,35.53,67.68245838766,2.84976128223,101.51029297452
B-643,"1,2-bis(2-chloroethoxy)ethane",InChI=1S/C6H12Cl2O2/c7-1-3-9-5-6-10-4-2-8/h1-6H2,AGYUOJIYYGGHKV-UHFFFAOYSA-N,ClCCOCCOCCCl,-0.99550000000,0.00000000000,1,G1,187.06600,1.49720,43.07800,10,2,0,4,7,62,0,0,0,0,18.46,71.39758451259,2.64760484894,53.70950594455
B-645,diethylene glycol mono-n-butyl ether,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3",OAYXUHPQHDHDDZ-UHFFFAOYSA-N,CCCCOCCOCCO,0.78990000000,0.00000000000,1,G1,162.22900,0.81200,43.63180,11,3,1,3,8,68,0,0,0,0,38.69,68.31517003982,2.69091552669,58.35751032881
B-646,methoxy triethylene glycol,"InChI=1S/C7H16O4/c1-9-4-5-11-7-6-10-3-2-8/h8H,2-7H2,1H3",JLGLQAWTXXGVEM-UHFFFAOYSA-N,COCCOCCOCCO,0.78460000000,0.00000000000,1,G1,164.20100,-0.34170,40.59980,11,4,1,4,8,68,0,0,0,0,47.92,67.06377315493,2.69091552669,59.46091337657
B-647,bis (2-ethoxy ethyl)  ether,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",RRQYJINTUHWNHW-UHFFFAOYSA-N,CCOCCOCCOCC,0.78990000000,0.00000000000,1,G1,162.22900,1.07600,43.80500,11,3,0,3,8,68,0,0,0,0,27.69,68.63448151713,2.69091552669,58.35751032881
B-648,ethoxytriethylene glycol,"InChI=1S/C8H18O4/c1-2-10-5-6-12-8-7-11-4-3-9/h9H,2-8H2,1H3",WFSMVVDJSNMRAR-UHFFFAOYSA-N,CCOCCOCCOCCO,0.74900000000,0.00000000000,1,G1,178.22800,0.04840,45.21680,12,4,1,4,9,74,0,0,0,0,47.92,73.42871526932,2.72724281292,67.45811190640
B-650,"ethanol, 2- 2-(hexyloxy)ethoxy -","InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3",GZMAAYIALGURDQ-UHFFFAOYSA-N,CCCCCCOCCOCCO,-1.04900000000,0.00000000000,1,G1,190.28300,1.59220,52.86580,13,3,1,3,10,80,0,0,0,0,38.69,81.04505426861,2.75814981843,76.23904349482
B-655,eicosane,"InChI=1S/C20H42/c1-3-5-7-9-11-13-15-17-19-20-18-16-14-12-10-8-6-4-2/h3-20H2,1-2H3",CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC,-8.17240000000,0.00000000000,1,G1,282.55600,8.04800,94.45400,20,0,0,0,17,122,0,0,0,0,0.00,129.67315120137,2.88967667779,132.11730005192
B-656,propoxur,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",ISRUGXGCCGIOQO-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1OC(C)C,-2.05120000000,0.00000000000,1,G1,209.24500,2.19200,57.28970,15,3,1,4,3,82,1,0,0,1,47.56,89.19458843415,2.80945320732,336.35984827746
B-661,dimefox,"InChI=1S/C4H12FN2OP/c1-6(2)9(5,8)7(3)4/h1-4H3",PGJBQBDNXAZHBP-UHFFFAOYSA-N,CN(C)[P](F)(=O)N(C)C,0.81210000000,0.00000000000,1,G1,154.12500,1.18720,36.08850,9,1,0,5,2,56,0,0,0,0,23.55,55.04363954672,4.20899698424,124.52932501298
B-662,chlorendic acid,"InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)",DJKGDNKYTKCJKD-UHFFFAOYSA-N,OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-2.04570000000,0.00000000000,1,G1,388.84500,3.23350,72.58860,19,2,2,10,2,106,0,1,2,2,74.60,136.68863166953,2.83851855000,486.80287479582
B-663,2-amino-2-methylpropanediol,"InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3",UXFQFBNBSPQBJW-UHFFFAOYSA-N,CC(N)(CO)CO,0.97820000000,0.00000000000,1,G1,105.13700,-1.31160,26.76400,7,3,3,3,2,44,0,0,0,0,66.48,42.76243557242,3.36043514270,47.65148445440
B-665,"2,2-diethyl-1,3-propanediol","InChI=1S/C7H16O2/c1-3-7(4-2,5-8)6-9/h8-9H,3-6H2,1-2H3",XRVCFZPJAHWYTB-UHFFFAOYSA-N,CCC(CC)(CO)CO,0.17980000000,0.00000000000,1,G1,132.20300,0.77740,37.18660,9,2,2,2,4,56,0,0,0,0,40.46,56.51737121860,3.82468420321,49.80662745200
B-667,octyldiphenyl phosphate,"InChI=1S/C20H27O4P/c1-2-3-4-5-6-13-18-22-25(21,23-19-14-9-7-10-15-19)24-20-16-11-8-12-17-20/h7-12,14-17H,2-6,13,18H2,1H3",YAFOVCNAQTZDQB-UHFFFAOYSA-N,CCCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,-6.41310000000,0.00000000000,1,G1,362.40600,6.62960,101.07450,25,4,0,5,12,136,2,0,0,2,44.76,150.29828060373,1.90783100242,585.15911740871
B-668,diphenylmethyl phosphate,"InChI=1S/C13H13O4P/c1-15-18(14,16-12-8-4-2-5-9-12)17-13-10-6-3-7-11-13/h2-11H,1H3",VOWPVJACXJNHBC-UHFFFAOYSA-N,CO[P](=O)(Oc1ccccc1)Oc2ccccc2,-2.12090000000,0.00000000000,1,G1,264.21700,3.89890,68.75550,18,4,0,5,5,94,2,0,0,2,44.76,105.74368580295,2.13766386200,481.70221215154
B-669,tri-2-chloroethyl phosphate,"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2",HQUQLFOMPYWACS-UHFFFAOYSA-N,ClCCO[P](=O)(OCCCl)OCCCl,-1.61050000000,0.02744607035,2,G3,285.49100,2.86070,57.62250,14,4,0,8,9,86,0,0,0,0,44.76,98.36400664345,3.96594588508,151.93022690019
B-670,ethoate methyl,"InChI=1S/C6H14NO3PS2/c1-4-7-6(8)5-13-11(12,9-2)10-3/h4-5H2,1-3H3,(H,7,8)",DICRHEJCQXFJBY-UHFFFAOYSA-N,CCNC(=O)CS[P](=S)(OC)OC,-1.45670000000,0.00000000000,1,G1,243.29000,1.37300,59.44470,13,5,1,7,6,78,0,0,0,0,47.56,87.66738883605,3.85745365115,204.05604504938
B-671,aldicarb,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+",QGLZXHRNAYXIBU-WEVVVXLNSA-N,CNC(=O)O\N=C\C(C)(C)SC,-1.49910000000,0.05455000000,2,G3,190.26800,1.46980,51.62670,12,4,1,5,3,70,0,0,0,0,50.69,76.72630423807,3.83174729420,180.24518934975
B-672,hydroxyacetone,"InChI=1S/C3H6O2/c1-3(5)2-4/h4H,2H2,1H3",XLSMFKSTNGKWQX-UHFFFAOYSA-N,CC(=O)CO,1.13030000000,0.00000000000,1,G1,74.07900,-0.43230,17.76680,5,2,1,2,1,30,0,0,0,0,37.30,30.42489110886,2.84737892309,40.15772188108
B-673,isopropenyl methyl ether,"InChI=1S/C4H8O/c1-4(2)5-3/h1H2,2-3H3",YOWQWFMSQCOSBA-UHFFFAOYSA-N,COC(C)=C,1.14200000000,0.00000000000,1,G1,72.10700,1.16640,21.82300,5,1,0,1,1,30,0,0,0,0,9.23,32.25801956834,2.84737892309,38.91260938324
B-674,tetrafluoroethylene,InChI=1S/C2F4/c3-1(4)2(5)6,BFKJFAAPBSQJPD-UHFFFAOYSA-N,FC(F)=C(F)F,-2.80010000000,0.00000000000,1,G1,100.01400,1.99100,11.45800,6,0,0,4,0,36,0,0,0,0,0.00,31.07673172175,3.67594876456,55.61727061435
B-675,"1-(hydroxymethyl)-5,5-dimethylhydantoin","InChI=1S/C6H10N2O3/c1-6(2)4(10)7-5(11)8(6)3-9/h9H,3H2,1-2H3,(H,7,10,11)",SIQZJFKTROUNPI-UHFFFAOYSA-N,CC1(C)N(CO)C(=O)NC1=O,0.80090000000,0.00000000000,1,G1,158.15700,-0.73340,36.54250,11,3,2,5,1,62,0,1,1,1,69.64,63.98510425238,2.93236314933,211.87293527714
B-676,tetradifon,"InChI=1S/C12H6Cl4O2S/c13-7-1-3-8(4-2-7)19(17,18)12-6-10(15)9(14)5-11(12)16/h1-6H",MLGCXEBRWGEOQX-UHFFFAOYSA-N,Clc1ccc(cc1)[S](=O)(=O)c2cc(Cl)c(Cl)cc2Cl,-6.65940000000,0.00000000000,1,G1,356.05700,5.13300,78.37580,19,2,0,7,2,100,2,0,0,2,34.14,130.32696061487,2.62983093244,724.13975739121
B-678,1-amino-4-hydroxyanthraquinone,"InChI=1S/C14H9NO3/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6,16H,15H2",AQXYVFBSOOBBQV-UHFFFAOYSA-N,Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-3.82400000000,0.00000000000,1,G1,239.23000,1.74980,65.82620,18,4,2,4,0,88,2,0,1,3,80.39,102.66971905012,2.40941506695,644.18044646655
B-679,"1,5-anthraquinonedisulfonic acid","InChI=1S/C14H8O8S2/c15-13-7-3-1-5-9(23(17,18)19)11(7)14(16)8-4-2-6-10(12(8)13)24(20,21)22/h1-6H,(H,17,18,19)(H,20,21,22)",OZTBHAGJSKTDGM-UHFFFAOYSA-N,O[S](=O)(=O)c1cccc2C(=O)c3c(cccc3[S](O)(=O)=O)C(=O)c12,0.25720000000,0.00000000000,1,G1,368.34400,0.95540,79.37820,24,6,2,10,2,124,2,0,1,3,142.88,135.79286662099,2.43897629833,1035.85957020931
B-680,2-aminoanthraquinone,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",XOGPDSATLSAZEK-UHFFFAOYSA-N,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,-6.13660000000,0.00000000000,1,G1,223.23100,2.04420,64.16140,17,3,1,3,0,82,2,0,1,3,60.16,97.87548529793,2.33049093986,659.02182778070
B-682,bis(methoxyethyl)phthalate,"InChI=1S/C14H18O6/c1-17-7-9-19-13(15)11-5-3-4-6-12(11)14(16)20-10-8-18-2/h3-6H,7-10H2,1-2H3",HSUIVCLOAAJSRE-UHFFFAOYSA-N,COCCOC(=O)c1ccccc1C(=O)OCCOC,-1.52130000000,0.00000000000,1,G1,282.29200,1.29300,70.75900,20,6,0,6,8,110,1,0,0,1,71.06,117.12816515278,2.71239133750,402.04519825578
B-683,dioctyl phthalate,"InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3",MQIUGAXCHLFZKX-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-7.24930000000,1.06715000000,2,G2,390.56400,6.72120,113.75900,28,4,0,4,16,158,1,0,0,1,52.60,170.55049583774,2.34972299769,504.29105939398
B-684,hydrastine,"InChI=1S/C21H21NO6/c1-22-7-6-11-8-15-16(27-10-26-15)9-13(11)18(22)19-12-4-5-14(24-2)20(25-3)17(12)21(23)28-19/h4-5,8-9,18-19H,6-7,10H2,1-3H3",JZUTXVTYJDCMDU-UHFFFAOYSA-N,COc1ccc2C(OC(=O)c2c1OC)C3N(C)CCc4cc5OCOc5cc34,-4.10650000000,0.00000000000,1,G1,383.40000,2.87320,99.34250,28,7,0,7,3,146,2,0,3,5,66.46,162.24456481232,1.63396326727,971.85354820142
B-686,"1-naphthalenamine, n-ethyl-","InChI=1S/C12H13N/c1-2-13-12-9-5-7-10-6-3-4-8-11(10)12/h3-9,13H,2H2,1H3",KDFFXYVOTKKBDI-UHFFFAOYSA-N,CCNc1cccc2ccccc12,-3.19220000000,0.00000000000,1,G1,171.24300,3.27160,58.11170,13,1,1,1,2,66,2,0,0,2,12.03,78.39281406363,2.61387119045,401.28971348227
B-687,"1,3-dichloro-5,5-dimethylhydantoin",InChI=1S/C5H6Cl2N2O2/c1-5(2)3(10)8(6)4(11)9(5)7/h1-2H3,KEQGZUUPPQEDPF-UHFFFAOYSA-N,CC1(C)N(Cl)C(=O)N(Cl)C1=O,-2.59550000000,0.00000000000,1,G1,197.02100,1.33680,39.86600,11,2,0,6,0,62,0,1,1,1,40.62,73.86577399125,3.05785454440,228.52230736519
B-690,4-chloro-1-nitro-2(trifluoromethyl)benzene,"InChI=1S/C7H3ClF3NO2/c8-4-1-2-6(12(13)14)5(3-4)7(9,10)11/h1-3H",CFPIGEXZPWTNOR-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,-3.35330000000,0.11268033695,2,G3,225.55300,3.26700,43.10840,14,2,0,7,1,76,1,0,0,1,43.14,81.24919339205,3.37711581340,377.68792364080
B-691,pyridaphenthion,"InChI=1S/C14H17N2O4PS/c1-3-18-21(22,19-4-2)20-13-10-11-14(17)16(15-13)12-8-6-5-7-9-12/h5-11H,3-4H2,1-2H3",CXJSOEPQXUCJSA-UHFFFAOYSA-N,CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2,-3.53190000000,0.00000000000,1,G1,340.34100,2.90880,87.99900,22,7,0,8,7,118,2,0,0,2,62.58,133.44807269182,2.33614236552,710.28281848097
B-692,"p-(2,4-dinitroaniline)phenol","InChI=1S/C12H9N3O5/c16-10-4-1-8(2-5-10)13-11-6-3-9(14(17)18)7-12(11)15(19)20/h1-7,13,16H",BCPQALWAROJVLE-UHFFFAOYSA-N,Oc1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)cc1,-5.44400000000,0.00000000000,1,G1,275.22000,2.95220,71.14030,20,6,2,8,4,102,2,0,0,2,118.54,112.13854470636,2.37801797461,669.29305394313
