id,bibtexkey,quotation,bibliography,doi
405,977,Krop et&nbsp;al. (1997),"Krop, H. B., van Velzen, M. J. M., Parsons, J. R., &#x0026; Govers, H. A. J.: <span class='"cmti-10'">n-Octanol-water partition coefficients, aqueous</span> <span class='"cmti-10'">solubilities and Henry&#x2019;s law constants of fatty acid esters</span>, Chemosphere, 34, 107–119, <a href='"https://doi.org/10.1016/S0045-6535(96)00371-2'" >doi:10.1016/S0045-6535(96)00371-2</a> (1997). ",
406,735,Kruis and May (1962),"Kruis, A. &#x0026; May, A.: <span class='"cmti-10'">L</span><span class='"cmti-10'">ösungsgleichgewichte von</span> <span class='"cmti-10'">Gasen mit Fl</span><span class='"cmti-10'">üssigkeiten</span>, in: Landolt-Börnstein II/2b, edited by Schäfer, K. &#x0026; Lax, E., pp. (1–1)–(1–210), Springer Verlag, Berlin (1962). ",
407,2927,Krysztofiak et&nbsp;al. (2012),"Krysztofiak, G., Catoire, V., Poulet, G., Marécal, V., Pirre, M., Louis, F., Canneaux, S., &#x0026; Josse, B.: <span class='"cmti-10'">Detailed modeling of the atmospheric</span> <span class='"cmti-10'">degradation mechanism of very-short lived brominated species</span>, Atmos. Environ., 59, 514–532, <a href='"https://doi.org/10.1016/J.ATMOSENV.2012.05.026'" >doi:10.1016/J.ATMOSENV.2012.05.026</a> (2012). ",
408,1152,Kucklick et&nbsp;al. (1991),"Kucklick, J. R., Hinckley, D. A., &#x0026; Bidleman, T. F.: <span class='"cmti-10'">Determination of</span> <span class='"cmti-10'">Henry&#x2019;s law constants for hexachlorocyclohexanes in distilled water and</span> <span class='"cmti-10'">artificial seawater as a function of temperature</span>, Mar. Chem., 34, 197–209, <a href='"https://doi.org/10.1016/0304-4203(91)90003-F'" >doi:10.1016/0304-4203(91)90003-F</a> (1991). ",
409,1917,Kühne et&nbsp;al. (2005),"Kühne, R., Ebert, R.-U., &#x0026; Schüürmann, G.: <span class='"cmti-10'">Prediction of the temperature dependency of</span> <span class='"cmti-10'">Henry&#x2019;s law constant from chemical structure</span>, Environ. Sci. Technol., 39, 6705–6711, <a href='"https://doi.org/10.1021/ES050527H'" >doi:10.1021/ES050527H</a> (2005). ",
410,1932,Kuramochi et&nbsp;al. (2004),"Kuramochi, H., Maeda, K., &#x0026; Kawamoto, K.: <span class='"cmti-10'">Measurements of water solubilities and</span> <span class='"cmti-10'">1-octanol/water partition coefficients and estimations of Henry&#x2019;s law</span> <span class='"cmti-10'">constants for brominated benzenes</span>, J. Chem. Eng. Data, 49, 720–724, <a href='"https://doi.org/10.1021/JE0342724'" >doi:10.1021/JE0342724</a> (2004). ",
411,3024,Kuramochi et&nbsp;al. (2014),"Kuramochi, H., Takigami, H., Scheringer, M., &#x0026; Sakai, S.: <span class='"cmti-10'">Measurement</span> <span class='"cmti-10'">of vapor pressures of selected PBDEs, hexabromobenzene, and</span> <span class='"cmti-10'">1,2-bis(2,4,6-tribromophenoxy)ethane at elevated temperatures</span>, J. Chem. Eng. Data, 59, 8–15, <a href='"https://doi.org/10.1021/JE400520E'" >doi:10.1021/JE400520E</a> (2014). ",
412,3099,Kurtén et&nbsp;al. (2015),"Kurtén, T., Elm, J., Prisle, N. L., Mikkelsen, K. V., Kampf, C. J., Waxman, E. M., &#x0026; Volkamer, R.: <span class='"cmti-10'">Computational study of the effect of</span> <span class='"cmti-10'">glyoxal-sulfate clustering on the Henry&#x2019;s law coefficient of glyoxal</span>, J. Phys. Chem. A, 119, 4509–4514, <a href='"https://doi.org/10.1021/jp510304c'" >doi:10.1021/jp510304c</a> (2015). ",
413,1096,Kurz and Ballschmiter (1999),"Kurz, J. &#x0026; Ballschmiter, K.: <span class='"cmti-10'">Vapour pressures,</span> <span class='"cmti-10'">aqueous solubilities, Henry&#x2019;s law constants, partition coefficients between</span> <span class='"cmti-10'">gas/water (</span><span class='"cmmi-10'">K</span><sub><span class='"cmmi-7'">gw</span></sub><span class='"cmti-10'">), </span><span class='"cmmi-10'">n</span><span class='"cmti-10'">-octanol/water (</span><span class='"cmmi-10'">K</span><sub><span class='"cmmi-7'">ow</span></sub><span class='"cmti-10'">) and gas/n-octanol (</span><span class='"cmmi-10'">K</span><sub><span class='"cmmi-7'">go</span></sub><span class='"cmti-10'">) of</span> <span class='"cmti-10'">106 polychlorinated diphenyl ethers (PCDE)</span>, Chemosphere, 38, 573–586, <a href='"https://doi.org/10.1016/S0045-6535(98)00212-4'" >doi:10.1016/S0045-6535(98)00212-4</a> (1999). ",
414,2939,Kutsuna (2013),"Kutsuna, S.: <span class='"cmti-10'">Determination of rate constants for aqueous</span> <span class='"cmti-10'">reactions of HCFC-123 and HCFC-225ca with</span> OH<sup><span class='"cmsy-7'">−</span></sup> <span class='"cmti-10'">along with Henry&#x2019;s</span> <span class='"cmti-10'">law constants of several HCFCs</span>, Int. J. Chem. Kinet., 45, 440–451, <a href='"https://doi.org/10.1002/KIN.20780'" >doi:10.1002/KIN.20780</a> (2013). ",
415,2816,Kutsuna and Hori (2008),"Kutsuna, S. &#x0026; Hori, H.: <span class='"cmti-10'">Experimental</span> <span class='"cmti-10'">determination of Henry&#x2019;s law constant of perfluorooctanoic acid (PFOA)</span> <span class='"cmti-10'">at 298</span><span class='"cmti-10'"> </span>K <span class='"cmti-10'">by means of an inert-gas stripping method with a helical plate</span>, Atmos. Environ., 42, 8883–8892, <a href='"https://doi.org/10.1016/J.ATMOSENV.2008.09.008'" >doi:10.1016/J.ATMOSENV.2008.09.008</a> (2008). ",
416,2406,Kutsuna and Horia (2008),"Kutsuna, S. &#x0026; Horia, H.: <span class='"cmti-10'">Experimental determination of Henry&#x2019;s law constants</span> <span class='"cmti-10'">of trifluoroacetic acid at 278-298</span><span class='"cmti-10'"> </span>K, Atmos. Environ., 42, 1399–1412, <a href='"https://doi.org/10.1016/J.ATMOSENV.2007.11.009'" >doi:10.1016/J.ATMOSENV.2007.11.009</a> (2008). ",
417,2803,Kutsuna et&nbsp;al. (2004),"Kutsuna, S., Chen, L., Ohno, K., Tokuhashi, K., &#x0026; Sekiya, A.: <span class='"cmti-10'">Henry&#x2019;s law constants and hydrolysis rate constants of 2,2,2-trifluoroethyl</span> <span class='"cmti-10'">acetate and methyl trifluoroacetate</span>, Atmos. Environ., 38, 725–732, <a href='"https://doi.org/10.1016/J.ATMOSENV.2003.10.019'" >doi:10.1016/J.ATMOSENV.2003.10.019</a> (2004). ",
455,2290,Lindqvist and Rodhe (1985),"Lindqvist, O. &#x0026; Rodhe, H.: <span class='"cmti-10'">Atmospheric mercury – a review</span>, Tellus, 37B, 136–159, <a href='"https://doi.org/10.1111/J.1600-0889.1985.TB00062.X'" >doi:10.1111/J.1600-0889.1985.TB00062.X</a> (1985). ",
418,2802,Kutsuna et&nbsp;al. (2005),"Kutsuna, S., Chen, L., Abe, T., Mizukado, J., Uchimaru, T., Tokuhashi, K., &#x0026; Sekiya, A.: <span class='"cmti-10'">Henry&#x2019;s law constants of 2,2,2-trifluoroethyl formate,</span> <span class='"cmti-10'">ethyl trifluoroacetate, and non-fluorinated analogous esters</span>, Atmos. Environ., 39, 5884–5892, <a href='"https://doi.org/10.1016/J.ATMOSENV.2005.06.021'" >doi:10.1016/J.ATMOSENV.2005.06.021</a> (2005). ",
419,2901,Lamarche and Droste (1989),"Lamarche, P. &#x0026; Droste, R. L.: <span class='"cmti-10'">Air stripping</span> <span class='"cmti-10'">mass transfer correlations for volatile organics</span>, J. Am. Water Works Assoc., 81, 78–89, <a href='"https://doi.org/10.1002/J.1551-8833.1989.TB03326.X'" >doi:10.1002/J.1551-8833.1989.TB03326.X</a> (1989). ",
420,499,Latimer (1952),"Latimer, W. M.: The Oxidation States of the Elements and their Potentials in Aqueous Solutions, Prentice-Hall, Englewood Cliffs, NJ (1952). ",
421,2564,Lau et&nbsp;al. (2006),"Lau, F. K., Charles, M. J., &#x0026; Cahill, T. M.: <span class='"cmti-10'">Evaluation of gas-stripping methods for</span> <span class='"cmti-10'">the determination of Henry&#x2019;s law constants for polybrominated diphenyl</span> <span class='"cmti-10'">ethers and polychlorinated biphenyls</span>, J. Chem. Eng. Data, 51, 871–878, <a href='"https://doi.org/10.1021/JE050308B'" >doi:10.1021/JE050308B</a> (2006). ",
422,2982,Lau et&nbsp;al. (2010),"Lau, K., Rogers, T. N., &#x0026; Chesney, D. J.: <span class='"cmti-10'">Measuring the aqueous Henry&#x2019;s law constant at elevated</span> <span class='"cmti-10'">temperatures using an extended EPICS technique</span>, J. Chem. Eng. Data, 55, 5144–5148, <a href='"https://doi.org/10.1021/JE100701W'" >doi:10.1021/JE100701W</a> (2010). ",
423,lau95,Lau et&nbsp;al. (1995),"Lau, Y. L., Liu, D. L. S., Pacepavicius, G. J., &#x0026; Maguire, R. J.: <span class='"cmti-10'">Volatilization of</span> <span class='"cmti-10'">metolachlor from water</span>, J. Environ. Sci. Health B, 30, 605–620, <a href='"https://doi.org/10.1080/03601239509372956'" >doi:10.1080/03601239509372956</a> (1995). ",
424,481,Ledbury and Blair (1925),"Ledbury, W. &#x0026; Blair, E. W.: <span class='"cmti-10'">The partial</span> <span class='"cmti-10'">formaldehyde vapour pressures of aqueous solutions of formaldehyde. Part</span> <span class='"cmti-10'">II</span>, J. Chem. Soc., 127, 2832–2839, <a href='"https://doi.org/10.1039/CT9252702832'" >doi:10.1039/CT9252702832</a> (1925). ",
425,3014,Lee et&nbsp;al. (2012),"Lee, H., Kim, H.-J., &#x0026; Kwon, J.-H.: <span class='"cmti-10'">Determination of Henry&#x2019;s law constant using diffusion in air</span> <span class='"cmti-10'">and water boundary layers</span>, J. Chem. Eng. Data, 57, 3296–3302, <a href='"https://doi.org/10.1021/JE300954S'" >doi:10.1021/JE300954S</a> (2012). ",
426,2987,Lee et&nbsp;al. (2013),"Lee, S.-H., Mukherjee, S., Brewer, B., Ryan, R., Yu, H., &#x0026; Gangoda, M.: <span class='"cmti-10'">A laboratory experiment to measure Henry&#x2019;s law constants of volatile</span> <span class='"cmti-10'">organic compounds with a bubble column and a gas chromatography</span> <span class='"cmti-10'">flame ionization detector (GC-FID)</span>, J. Chem. Educ., 90, 495–499, <a href='"https://doi.org/10.1021/ED200303X'" >doi:10.1021/ED200303X</a> (2013). ",
427,59,Lee and Schwartz (1981),"Lee, Y.-N. &#x0026; Schwartz, S. E.: <span class='"cmti-10'">Reaction kinetics of</span> <span class='"cmti-10'">nitrogen dioxide with liquid water at low partial pressure</span>, J. Phys. Chem., 85, 840–848, <a href='"https://doi.org/10.1021/J150607A022'" >doi:10.1021/J150607A022</a> (1981). ",
428,2527,Lee and Zhou (1993),"Lee, Y.-N. &#x0026; Zhou, X.: <span class='"cmti-10'">Method for the determination</span> <span class='"cmti-10'">of some soluble atmospheric carbonyl compounds</span>, Environ. Sci. Technol., 27, 749–756, <a href='"https://doi.org/10.1021/ES00041A020'" >doi:10.1021/ES00041A020</a> (1993). ",
429,1124,Lee and Zhou (1994),"Lee, Y.-N. &#x0026; Zhou, X.: <span class='"cmti-10'">Aqueous reaction kinetics of</span> <span class='"cmti-10'">ozone and dimethylsulfide and its atmospheric implications</span>, J. Geophys. Res., 99D, 3597–3605, <a href='"https://doi.org/10.1029/93JD02919'" >doi:10.1029/93JD02919</a> (1994). ",
430,2960,Lei et&nbsp;al. (1999),"Lei, Y. D., Wania, F., Shiu, W. Y., &#x0026; Boocock, D. G. B.: <span class='"cmti-10'">Temperature dependent vapor pressures of</span> <span class='"cmti-10'">chlorinated catechols, syringols, and syringaldehydes</span>, J. Chem. Eng. Data, 44, 200–202, <a href='"https://doi.org/10.1021/JE9801819'" >doi:10.1021/JE9801819</a> (1999). ",
431,2996,Lei et&nbsp;al. (2004),"Lei, Y. D., Wania, F., Mathers, D., &#x0026; Mabury, S. A.: <span class='"cmti-10'">Determination of vapor pressures,</span> <span class='"cmti-10'">octanol-air, and water-air partition coefficients for polyfluorinated</span> <span class='"cmti-10'">sulfonamide, sulfonamidoethanols, and telomer alcohols</span>, J. Chem. Eng. Data, 49, 1013–1022, <a href='"https://doi.org/10.1021/JE049949H'" >doi:10.1021/JE049949H</a> (2004). ",
432,2997,Lei et&nbsp;al. (2007),"Lei, Y. D., Shunthirasingham, C., &#x0026; Wania, F.: <span class='"cmti-10'">Comparison of headspace</span> <span class='"cmti-10'">and gas-stripping techniques for measuring the air-water partititioning</span> <span class='"cmti-10'">of normal alkanols (C4 to C10) - effect of temperature, chain length</span> <span class='"cmti-10'">and adsorption to the water surface</span>, J. Chem. Eng. Data, 52, 168–179, <a href='"https://doi.org/10.1021/JE060344Q'" >doi:10.1021/JE060344Q</a> (2007). ",
433,1150,Leighton and Calo (1981),"Leighton, D. T. &#x0026; Calo, J. M.: <span class='"cmti-10'">Distribution</span> <span class='"cmti-10'">coefficients of chlorinated hydrocarbons in dilute air-water systems</span> <span class='"cmti-10'">for groundwater contamination applications</span>, J. Chem. Eng. Data, 26, 382–385, <a href='"https://doi.org/10.1021/JE00026A010'" >doi:10.1021/JE00026A010</a> (1981). ",
434,3086,Leistra (1970),"Leistra, M.: <span class='"cmti-10'">Distribution</span> <span class='"cmti-10'">of 1,3-dichloropropene over the phases in soil</span>, J. Agric. Food Chem., 18, 1124–1126, <a href='"https://doi.org/10.1021/JF60172A004'" >doi:10.1021/JF60172A004</a> (1970). ",
435,3126,Lekvam and Bishnoi (1997),"Lekvam, K. &#x0026; Bishnoi, P. R.: <span class='"cmti-10'">Dissolution of</span> <span class='"cmti-10'">methane in water at low temperatures and intermediate pressures</span>, Fluid Phase Equilib., 131, 297–309, <a href='"https://doi.org/10.1016/S0378-3812(96)03229-3'" >doi:10.1016/S0378-3812(96)03229-3</a> (1997). ",
436,31,Lelieveld and Crutzen (1991),"Lelieveld, J. &#x0026; Crutzen, P. J.: <span class='"cmti-10'">The role of</span> <span class='"cmti-10'">clouds in tropospheric photochemistry</span>, J. Atmos. Chem., 12, 229–267, <a href='"https://doi.org/10.1007/BF00048075'" >doi:10.1007/BF00048075</a> (1991). ",
437,3008,Leng et&nbsp;al. (2013),"Leng, C., Kish, J. D., Kelley, J., Mach, M., Hiltner, J., Zhang, Y., &#x0026; Liu, Y.: <span class='"cmti-10'">Temperature-dependent Henry&#x2019;s law constants of atmospheric</span> <span class='"cmti-10'">organics of biogenic origin</span>, J. Phys. Chem. A, 117, 10 359–10 367, <a href='"https://doi.org/10.1021/JP403603Z'" >doi:10.1021/JP403603Z</a> (2013). ",
438,1442,Leriche et&nbsp;al. (2000),"Leriche, M., Voisin, D., Chaumerliac, N., Monod, A., &#x0026; Aumont, B.: <span class='"cmti-10'">A</span> <span class='"cmti-10'">model for tropospheric multiphase chemistry: application to one cloudy</span> <span class='"cmti-10'">event during the CIME experiment</span>, Atmos. Environ., 34, 5015–5036, <a href='"https://doi.org/10.1016/S1352-2310(00)00329-0'" >doi:10.1016/S1352-2310(00)00329-0</a> (2000). ",
439,2444,Lerman et&nbsp;al. (1983),"Lerman, J., Willis, M. M., Gregory, G. A., &#x0026; Eger, E. I.: <span class='"cmti-10'">Osmolarity determines the</span> <span class='"cmti-10'">solubility of anesthetics in aqueous solutions at 37</span><span class='"cmti-10'"> </span><span class='"cmsy-7'">∘</span>C, Anesthesiology, 59, 554–558, <a href='"https://doi.org/10.1097/00000542-198312000-00013'" >doi:10.1097/00000542-198312000-00013</a> (1983). ",
440,1182,Leu and Zhang (1999),"Leu, M.-T. &#x0026; Zhang, R.: <span class='"cmti-10'">Solubilities of</span> CH<sub><span class='"cmr-7'">3</span></sub>C(O)O<sub><span class='"cmr-7'">2</span></sub>NO<sub><span class='"cmr-7'">2</span></sub> <span class='"cmti-10'">and</span> HO<sub><span class='"cmr-7'">2</span></sub>NO<sub><span class='"cmr-7'">2</span></sub> <span class='"cmti-10'">in water and liquid</span> H<sub><span class='"cmr-7'">2</span></sub>SO<sub><span class='"cmr-7'">4</span></sub>, Geophys. Res. Lett., 26, 1129–1132, <a href='"https://doi.org/10.1029/1999GL900158'" >doi:10.1029/1999GL900158</a> (1999). ",
441,1068,Leuenberger et&nbsp;al. (1985),"Leuenberger, C., Ligocki, M. P., &#x0026; Pankow, J. F.: <span class='"cmti-10'">Trace organic compounds in</span> <span class='"cmti-10'">rain: 4. Identities, concentrations, and scavenging mechanisms for</span> <span class='"cmti-10'">phenols in urban air and rain</span>, Environ. Sci. Technol., 19, 1053–1058, <a href='"https://doi.org/10.1021/ES00141A005'" >doi:10.1021/ES00141A005</a> (1985). ",
442,2566,Li et&nbsp;al. (2007),"Li, H., Ellis, D., &#x0026; Mackay, D.: <span class='"cmti-10'">Measurement of low air-water partition coefficients of organic acids by</span> <span class='"cmti-10'">evaporation from a water surface</span>, J. Chem. Eng. Data, 52, 1580–1584, <a href='"https://doi.org/10.1021/JE600556D'" >doi:10.1021/JE600556D</a> (2007). ",
443,2457,Li and Carr (1993),"Li, J. &#x0026; Carr, P. W.: <span class='"cmti-10'">Measurement of water-hexadecane</span> <span class='"cmti-10'">partition coefficients by headspace gas chromatography and calculation</span> <span class='"cmti-10'">of limiting activity coefficients in water</span>, Anal. Chem., 65, 1443–1450, <a href='"https://doi.org/10.1021/AC00058A023'" >doi:10.1021/AC00058A023</a> (1993). ",
444,2493,Li et&nbsp;al. (1993),"Li, J., Dallas, A. J., Eikens, D. I., Carr, P. W., Bergmann, D. L., Hait, M. J., &#x0026; Eckert, C. A.: <span class='"cmti-10'">Measurement of large infinite dilution activity coefficients</span> <span class='"cmti-10'">of nonelectrolytes in water by inert gas stripping and gas chromatography</span>, Anal. Chem., 65, 3212–3218, <a href='"https://doi.org/10.1021/AC00070A008'" >doi:10.1021/AC00070A008</a> (1993). ",
445,2464,Li et&nbsp;al. (1998),"Li, J., Perdue, E. M., Pavlostathis, S. G., &#x0026; Araujo, R.: <span class='"cmti-10'">Physicochemical properties of selected</span> <span class='"cmti-10'">monoterpenes</span>, Environ. Int., 24, 353–358, <a href='"https://doi.org/10.1016/S0160-4120(98)00013-0'" >doi:10.1016/S0160-4120(98)00013-0</a> (1998). ",
446,2970,Li et&nbsp;al. (2008),"Li, J.-Q., Shen, C.-Y., Xu, G.-H., Wang, H.-M., Jiang, H.-H., Han, H.-Y., Chu, Y.-N., &#x0026; Zheng, P.-C.: <span class='"cmti-10'">Dynamic measurements of Henry&#x2019;s law constant</span> <span class='"cmti-10'">of aromatic compounds using proton transfer reaction mass spectrometry</span>, Acta Phys. Chim. Sin., 24, 705–708 (2008). ",
447,2540,Li et&nbsp;al. (2003),"Li, N., Wania, F., Lei, Y. D., &#x0026; Daly, G. L.: <span class='"cmti-10'">A comprehensive and critical compilation, evaluation, and</span> <span class='"cmti-10'">selection of physical-chemical property</span> <span class='"cmti-10'">data for selected polychlorinated biphenyls</span>, J. Phys. Chem. Ref. Data, 32, 1545–1590, <a href='"https://doi.org/10.1063/1.1562632'" >doi:10.1063/1.1562632</a> (2003). ",
448,2913,Li et&nbsp;al. (2004),"Li, S., Chen, Z., &#x0026; Shi, F.: <span class='"cmti-10'">Determination</span> <span class='"cmti-10'">of Henry&#x2019;s Law constant for methyl hydroperoxide by long path FTIR</span>, Prog. Nat. Sci., 14, 765–769, <a href='"https://doi.org/10.1080/10020070412331344291'" >doi:10.1080/10020070412331344291</a> (2004). ",
449,477,Lide and Frederikse (1995),"Lide, D. R. &#x0026; Frederikse, H. P. R., eds.: CRC Handbook of Chemistry and Physics, 76th Edition, CRC Press, Inc., Boca Raton, FL (1995). ",
450,1230,Lin and Pehkonen (1998),"Lin, C.-J. &#x0026; Pehkonen, S. O.: <span class='"cmti-10'">Oxidation of</span> <span class='"cmti-10'">elemental mercury by aqueous chlorine (</span>HOCl<span class='"cmti-10'">/</span>OCl<sup><span class='"cmsy-7'">−</span></sup><span class='"cmti-10'">): Implications for</span> <span class='"cmti-10'">tropospheric mercury chemistry</span>, J. Geophys. Res., 103D, 28 093–28 102, <a href='"https://doi.org/10.1029/98JD02304'" >doi:10.1029/98JD02304</a> (1998). ",
451,601,Lincoff and Gossett (1984),"Lincoff, A. H. &#x0026; Gossett, J. M.: <span class='"cmti-10'">The</span> <span class='"cmti-10'">determination of Henry&#x2019;s law constant for volatile organics by equilibrium</span> <span class='"cmti-10'">partitioning in closed systems</span>, in: Gas transfer at water surfaces, edited by Brutsaert, W. &#x0026; Jirka, G. H., pp. 17–25, D. Reidel Publishing Company, Dordrecht-Holland, <a href='"https://doi.org/10.1007/978-94-017-1660-4_2'" >doi:10.1007/978-94-017-1660-4_2</a> (1984). ",
452,258,Lind and Kok (1986),"Lind, J. A. &#x0026; Kok, G. L.: <span class='"cmti-10'">Henry&#x2019;s law determinations</span> <span class='"cmti-10'">for aqueous solutions of hydrogen</span> <span class='"cmti-10'">peroxide, methylhydroperoxide, and peroxyacetic acid</span>, J. Geophys. Res., 91D, 7889–7895, <a href='"https://doi.org/10.1029/JD091ID07P07889'" >doi:10.1029/JD091ID07P07889</a> (1986). ",
453,311,Lind and Kok (1994),"Lind, J. A. &#x0026; Kok, G. L.: <span class='"cmti-10'">Correction to “Henry&#x2019;s</span> <span class='"cmti-10'">law determinations for aqueous solutions of hydrogen peroxide,</span> <span class='"cmti-10'">methylhydroperoxide, and peroxyacetic acid” by John A.</span><span class='"cmti-10'"> Lind and Gregory</span> <span class='"cmti-10'">L.</span><span class='"cmti-10'"> Kok</span>, J. Geophys. Res., 99D, 21 119, <a href='"https://doi.org/10.1029/94jd01155'" >doi:10.1029/94jd01155</a> (1994). ",
454,796,Lindinger et&nbsp;al. (1998),"Lindinger, W., Hansel, A., &#x0026; Jordan, A.: <span class='"cmti-10'">On-line monitoring of volatile organic compounds at pptv</span> <span class='"cmti-10'">levels by means of proton-transfer-reaction mass spectrometry (PTR-MS)</span> <span class='"cmti-10'">medical applications, food control and environmental research</span>, Int. J. Mass Spectrom. Ion Proc., 173, 191–241, <a href='"https://doi.org/10.1016/S0168-1176(97)00281-4'" >doi:10.1016/S0168-1176(97)00281-4</a> (1998). ",
456,563,Liss and Slater (1974),"Liss, P. S. &#x0026; Slater, P. G.: <span class='"cmti-10'">Flux of gases across the</span> <span class='"cmti-10'">air-sea interface</span>, Nature, 247, 181–184, <a href='"https://doi.org/10.1038/247181A0'" >doi:10.1038/247181A0</a> (1974). ",
457,3111,Liu et&nbsp;al. (2015),"Liu, X., Guo, Z., Roache, N. F., Mocka, C. A., Allen, M. R., &#x0026; Mason, M. A.: <span class='"cmti-10'">Henry&#x2019;s</span> <span class='"cmti-10'">law constant and overall mass transfer coefficient for formaldehyde</span> <span class='"cmti-10'">emission from small water pools under simulated indoor environmental</span> <span class='"cmti-10'">conditions</span>, Environ. Sci. Technol., 49, 1603–1610, <a href='"https://doi.org/10.1021/ES504540C'" >doi:10.1021/ES504540C</a> (2015). ",
458,2954,Lodge and Danso (2007),"Lodge, K. B. &#x0026; Danso, D.: <span class='"cmti-10'">The measurement</span> <span class='"cmti-10'">of fugacity and the Henry&#x2019;s law constant for volatile organic</span> <span class='"cmti-10'">compounds containing chromophores</span>, Fluid Phase Equilib., 253, 74–79, <a href='"https://doi.org/10.1016/J.FLUID.2007.01.010'" >doi:10.1016/J.FLUID.2007.01.010</a> (2007). ",
459,732,Loomis (1928),"Loomis, A. G.: <span class='"cmti-10'">Solubilities of gases in water</span>, in: International Critical Tables of Numerical Data, Physics, Chemistry and Technology, Vol. III, edited by Washburn, E. W., West, C. J., Dorsey, N. E., Bichowsky, F. R., &#x0026; Klemenc, A., pp. 255–261, McGraw-Hill, Inc. (1928). ",
460,726,Lovelock et&nbsp;al. (1972),"Lovelock, J. E., Maggs, R. J., &#x0026; Rasmussen, R. A.: <span class='"cmti-10'">Atmospheric dimethyl sulphide and</span> <span class='"cmti-10'">the natural sulphur cycle</span>, Nature, 237, 452–453, <a href='"https://doi.org/10.1038/237452A0'" >doi:10.1038/237452A0</a> (1972). ",
461,533,Luke et&nbsp;al. (1989),"Luke, W. T., Dickerson, R. R., &#x0026; Nunnermacker, L. J.: <span class='"cmti-10'">Direct</span> <span class='"cmti-10'">measurements of the photolysis rate coefficients and Henry&#x2019;s law</span> <span class='"cmti-10'">constants of several alkyl nitrates</span>, J. Geophys. Res., 94D, 14 905–14 921, <a href='"https://doi.org/10.1029/JD094ID12P14905'" >doi:10.1029/JD094ID12P14905</a> (1989). ",
462,2989,Ma et&nbsp;al. (2010),"Ma, Y.-G., Lei, Y. D., Xiao, H., Wania, F., &#x0026; Wang, W.-H.: <span class='"cmti-10'">Critical review and recommended</span> <span class='"cmti-10'">values for the physical-chemical property data of 15 polycyclic</span> <span class='"cmti-10'">aromatic hydrocarbons at 25</span><span class='"cmti-10'"> </span><span class='"cmsy-7'">∘</span>C, J. Chem. Eng. Data, 55, 819–825, <a href='"https://doi.org/10.1021/JE900477X'" >doi:10.1021/JE900477X</a> (2010). ",
463,834,Maahs (1982),"Maahs, H. G.: <span class='"cmti-10'">Sulfur-dioxide/water equilibria between 0</span><span class='"cmti-10'"> </span><span class='"cmsy-7'">∘</span> <span class='"cmti-10'">and 50</span><span class='"cmti-10'"> </span><span class='"cmsy-7'">∘</span>C<span class='"cmti-10'">. An examination of data at low concentrations</span>, in: Heterogeneous Atmospheric Chemistry, Geophysical Monograph 26, edited by Schryer, D. R., pp. 187–195, Am. Geophys. Union, Washington, D.C., <a href='"https://doi.org/10.1029/GM026P0187'" >doi:10.1029/GM026P0187</a> (1982). ",
464,923,Maaßen (1995),"Maaßen, S.: Experimentelle Bestimmung und Korrelierung von Verteilungskoeffizienten in verdünnten Lösungen, Ph.D. thesis, Technische Universität Berlin, Germany (1995). ",
465,2972,Mabury and Crosby (1996),"Mabury, S. A. &#x0026; Crosby, D. G.: <span class='"cmti-10'">Pesticide</span> <span class='"cmti-10'">reactivity toward hydroxyl and its relationship to field persistence</span>, J. Agric. Food Chem., 44, 1920–1924, <a href='"https://doi.org/10.1021/JF950423Y'" >doi:10.1021/JF950423Y</a> (1996). ",
466,3087,MacBean (2012a),"MacBean, C.: <span class='"cmti-10'">The Pesticide Manual, 16th Edition,</span> <span class='"cmti-10'">Supplementary Entries - Extended</span>, Tech. rep., British Crop Production Council (2012a). ",
467,macbean2012,MacBean (2012b),"MacBean, C.: The Pesticide Manual, British Crop Production Council (2012b). ",
468,2471,Mackay and Leinonen (1975),"Mackay, D. &#x0026; Leinonen, P. J.: <span class='"cmti-10'">Rate of evaporation of low-solubility contaminants</span> <span class='"cmti-10'">from water bodies to atmosphere</span>, Environ. Sci. Technol., 9, 1178–1180, <a href='"https://doi.org/10.1021/ES60111A012'" >doi:10.1021/ES60111A012</a> (1975). ",
469,479,Mackay and Shiu (1981),"Mackay, D. &#x0026; Shiu, W. Y.: <span class='"cmti-10'">A critical review of</span> <span class='"cmti-10'">Henry&#x2019;s law constants for chemicals of environmental interest</span>, J. Phys. Chem. Ref. Data, 10, 1175–1199, <a href='"https://doi.org/10.1063/1.555654'" >doi:10.1063/1.555654</a> (1981). ",
470,2233,Mackay and Yeun (1983),"Mackay, D. &#x0026; Yeun, A. T. K.: <span class='"cmti-10'">Mass transfer</span> <span class='"cmti-10'">coefficient correlations for volatilization of organic solutes from water</span>, Environ. Sci. Technol., 17, 211–217, <a href='"https://doi.org/10.1021/ES00110A006'" >doi:10.1021/ES00110A006</a> (1983). ",
471,490,Mackay et&nbsp;al. (1979),"Mackay, D., Shiu, W. Y., &#x0026; Sutherland, R. P.: <span class='"cmti-10'">Determination of air-water</span> <span class='"cmti-10'">Henry&#x2019;s law constants for hydrophobic pollutants</span>, Environ. Sci. Technol., 13, 333–337, <a href='"https://doi.org/10.1021/ES60151A012'" >doi:10.1021/ES60151A012</a> (1979). ",
